MESSAGE_ID	MESSAGE_CD	MESSAGE_TYPE	SYSTEM_TYPE	MESSAGE_NM	MESSAGE_ABBR	CULTURE_ID
102	dispNmNotFoundInDispMasterError	error	base	画面名称在画面主表中不存在。	不存在	3
103	duplicateClickError	error	base	登録しようとしたデータはすでに登録済みです。	二重送信	1
104	duplicateClickError	error	base	This data is already registered.	Already registered	2
105	duplicateClickError	error	base	要登录的数据之前已登录。	二重送信	3
106	entityAlreadyDeletedError	error	base	他のユーザに変更された可能性があります。内容を確認して下さい。	他ユーザ変更	1
107	entityAlreadyDeletedError	error	base	This record may have been modified by another user. Please review the contents.	Changed by other user	2
108	entityAlreadyDeletedError	error	base	其他用户可能正在变更。请确认内容。	其他用户变更	3
109	entityAlreadyExistsError	error	base	データが重複している為、登録できません。管理者に連絡して下さい。	重複	1
110	entityAlreadyExistsError	error	base	Duplicate data already exists and cannot be registered. If this is an error, please contact your administrator.	Duplicate data	2
111	entityAlreadyExistsError	error	base	数据重复，无法登录。请联络管理者。	重复	3
112	entityAlreadyUpdatedError	error	base	他のユーザに変更されています。内容を確認して下さい。	他ユーザ変更	1
113	entityAlreadyUpdatedError	error	base	This record has been modified by another user. Please review the updated contents.	Changed by other user	2
114	entityAlreadyUpdatedError	error	base	其他用户正在更改。请确认内容。	其他用户变更	3
115	entry	info	base	登録		1
116	entry	info	base	Register		2
117	entry	info	base	登录		3
118	fileUploadDefineError	error	base	アップロード用の定義情報が不正です。管理者にご連絡下さい。	アップロード定義不正	1
119	fileUploadDefineError	error	base	Invalid upload file format. Please contact your administrator.	Invalid upload format	2
120	fileUploadDefineError	error	base	上传用的定义信息不正确。请联络管理者。	上传定义错误	3
121	fileUploadOpenError	error	base	アップロードされたファイルが開けませんでした。ファイルに問題がないか確認して下さい。	ファイルオープン不可	1
122	fileUploadOpenError	error	base	Could not open the file. Please make sure the file exists and is in a valid format.	Unable to open file	2
123	fileUploadOpenError	error	base	打不开上传的文件。请确认文件是否正常。	文件无法打开	3
124	fileUploadSetCsvColError	error	base	データの取り込み中にエラーが発生しました。[/]行番号：[0] , 列番号：[1]	取込失敗	1
125	fileUploadSetCsvColError	error	base	An error occurred while processing the data. [/] Line number: [0], column number: [1]	Acquisition failure	2
126	fileUploadSetCsvColError	error	base	数据读入过程中发生错误。[/]行号码：[0] , 列号码：[1]	读入失败	3
127	fileUploadSetCsvRowError	error	base	データの取り込み中にエラーが発生しました。[/]行番号：[0]	取込失敗	1
128	fileUploadSetCsvRowError	error	base	An error occurred while processing the data. [/] Line number: [0]	Acquisition failure	2
129	fileUploadSetCsvRowError	error	base	数据读入过程中发生错误。[/]行号码：[0]	读入失败	3
130	fileUploadSetError	error	base	データの取り込み中にエラーが発生しました。	取込失敗	1
131	fileUploadSetError	error	base	An error occurred while processing the data.	Acquisition failure	2
132	fileUploadSetError	error	base	数据读入过程中发生错误。	读入失败	3
133	fileUploadSetExcelColError	error	base	データの取り込み中にエラーが発生しました。[/]シート名：[0] , 行番号：[1] , 列番号：[2]	取込失敗	1
134	fileUploadSetExcelColError	error	base	An error occurred while processing the data. [/] Sheet Name: [0], line number: [1], the column number: [2]	Acquisition failure	2
135	fileUploadSetExcelColError	error	base	数据读入过程中发生错误。[/]工作表名：[0] , 行号码：[1] , 列号码：[2]	读入失败	3
136	fileUploadSetExcelRowError	error	base	データの取り込み中にエラーが発生しました。[/]シート名：[0] , 行番号：[1]	取込失敗	1
137	fileUploadSetExcelRowError	error	base	An error occurred while processing the data. [/] Sheet Name: [0], line number: [1]	Acquisition failure	2
138	fileUploadSetExcelRowError	error	base	数据读入过程中发生错误。[/]工作表名：[0] , 行号码：[1]	读入失败	3
139	fileUploadSetExcelSheetError	error	base	データの取り込み中にエラーが発生しました。[/]シート名：[0]	取込失敗	1
140	fileUploadSetExcelSheetError	error	base	An error occurred while processing the data. [/] Sheet Name: [0]	Acquisition failure	2
141	fileUploadSetExcelSheetError	error	base	数据读入过程中发生错误。[/]工作表名：[0]	读入失败	3
142	gridColExtDialogDescription_A01_00_Head	info	base	当画面について		1
